,count,Outcome Measures
117,1,evaluate the efficacy of adding allogenic umbilical cord blood-derived stem cell product(Cartistem®) by American Orthopaedic Foot and Ankle Society(AOFAS) HINDFOOT/ANKLE SCALE|evaluate the efficacy of adding allogenic umbilical cord blood-derived stem cell product(Cartistem®) by 100-mm VAS(Visual Analogue Scale)
118,1,Inflammatory response as measured by laboratory measurements and functional assays of innate immunology
119,1,Adverse events|Efficacy-The Wong Baker FACES® pain rating scale|Efficacy-Transcutaneous oxygen pressure(TcPO2)|Efficacy-walking distance (TWD)|Efficacy-Ankle Brachial Pressure Index (ABPI)
120,1,"Rate of overall response (OR) in the study population at Day 28 post initiation of therapy (Day 0) with remestemcel-L (MSC)|Overall survival at Day 100 post initiation of remestemcel-L therapy|Rate of very good partial response (VGPR) at Day 28 post initiation of remestemcel-L therapy|Rate of OR at Day 100 post initiation of remestemcel-L therapy|Rate of VGPR at Day 100 post initiation of remestemcel-L therapy|Rate of OR at Days 28 and 100 post initiation of remestemcel-L therapy, stratified by organ involvement|Rate of VGPR at Days 28 and 100 post initiation of remestemcel-L therapy, stratified by organ involvement|Rate of OR at Days 28 and 100 post initiation of remestemcel-L therapy, stratified by individual subject organ involvement|Rate of VGPR at Days 28 and 100 post initiation of remestemcel-L therapy, stratified by individual subject organ involvement|Rate of OR at Days 28 and 100 post initiation of remestemcel-L therapy, stratified by baseline aGVHD grade|Rate of VGPR at Days 28 and 100 post initiation of remestemcel-L therapy, stratified by baseline aGVHD grade|Overall survival at Day 100 post initiation of remestemcel-L therapy, stratified by baseline aGVHD grade and organ involvement|Rate of aGVHD progression requiring additional aGVHD medications/therapy through Day 100 post initiation of remestemcel-L therapy|Effect of additional remestemcel-L therapy after Day 28 on rate of OR at Days 56 and 100 post initiation of remestemcel-L therapy|Effect of additional remestemcel-L therapy after Day 28 on rate of VGPR at Days 56 and 100 post initiation of remestemcel-L therapy"
121,1,To assess the safety|To assess the efficacy
122,1,Number of serious adverse events (SAEs) and serious adverse reactions (SARs)|Time of hematopoietic recovery|Neutropenic enterocolitis|Infectious complications|Transfusion needs
123,1,Cultured Cell Exosome Protein Signature Outcome Measure
124,1,"Number of subjects who experience serious adverse events, adverse events, and/or early treatment discontinuations.|Proportion of patients with clinical response|Number of subjects demonstrating an improvement of laboratory tests reflecting systemic inflammation.|Number of subjects with endoscopic healing after treatment."
125,1,Magnetic resonance imaging|Sensitivity and motor strength on the inferior limbs|Improvement in urological function|Improvements in sensorial mapping and neuropathic pain
126,1,Main outcome measures|Assessment of Clinical Parameters|Clinical Assessment|Assessment of Urinary sphin Assessment of Urinary Sphincter (Electrophysiology Study)
127,1,WOMAC Score(The Western Ontario and McMaster Universities Osteoarthritis Index)|Recording of Adverse Events and Serious Adverse Events
128,1,Number of iPS cells successfully differentiated into RPE cells
129,1,"Efficacy-Sensivity Improvement Using the ASIA Score|Efficacy- Changes in Functional Independence Measure Scale|Efficacy-Change in Barthel Score|Efficacy-IANC-SCIFRS Scale|Efficacy-Changes in PENN Score.|Changes in ASHWORTH Score|Efficacy-Changes in EVA Score|Efficacy- Changes in Geffner Score|Efficacy- Changes in NBD Score|Efficacy-Changes in the Neurophysiological Parameters (SSEPs, Somatosensory Evoked Potentials)|Efficacy-Urodynammic in Terms of Detrusor Pressure|Efficacy-Urodynamic Studies Bladder Compliance|Efficacy-Urodynamic Studies Maximum Cystometric Capacity|Efficacy-modification of Magnetic Resonance Imaging (MRI)|Number of Adverse Events .|Efficacy- Expression of Neurotrophins in CSF (CerebroSpinal Fluid) Samples"
130,1,Safety Assessment|Neurological efficacy|EDSS score|Ambulation score|Functional scores|Single injection vs. repeated MSCs injection|Relapse rate|T2-weighted flair lesions load in MRI|Total brain volume in MRI|Gadolinium enhancing lesions in MRI|Functional MRI|25-feet timed walking|9-hole peg test|Paced Auditory Serial Addition Test (PASAT)|Cognitive function: Controlled Oral Word Association Test (COWAT)|Optical coherence tomography (OCT)|Immunology
131,1,Mass formation|Glomerular Filtration Rate (GFR)
132,1,Adverse Events as a Measure of Safety|bone mineral density|fracture rate|growth velocity|change from baseline in degree of functionality|change from baseline in well-being
133,1,Number of patients with BM cellularity failure: Measure of feasibility|Number of patients with ANC failure without evidence of disease: Measure of feasibility|Number of patients with hematopoietic recovery without evidence of donor umbilical cord blood engraftment: Measure of feasibility|Incidence of toxicities assessed using National Cancer Institute Common Terminology Criteria for Adverse Events version 4.0|Rate of neutrophil recovery|Rate of platelet recovery|Median time of neutrophil recovery|Median time of platelet recovery
134,1,Number of Participants with serious and non-serious adverse events|Changes in pulmonary function tests
135,1,Number of patients with adverse events|Number of patients with a change in pulmonary function from baseline as measured by Forced Expiratory Volume (FEV1) following American Thoracic Society (ATS) guidelines|Number of patients with a change in pulmonary function from baseline as measured by Forced Vital Capacity (FVC) following American Thoracic Society (ATS) guidelines|Number of patients with a change in quality of life from baseline as measured by the University of Pittsburgh Medical Center (UPMC) Asthma Questionnaire
136,1,Number of participants with adverse events|Number of participants with a change in disability as measured by the Autism Treatment Evaluation Checklist (ATEC)|Number of participants with a change in disability as measured by the Childhood Autism Rating Scale (CARS)|Change from baseline macrophage-derived chemokine (MDC)|Change from baseline thymus and activation-regulated chemokine (TARC)
137,1,The Effectiveness of MV-NIS Therapy as Measured by the International Myeloma Working Group (IMWG) Guidelines
138,1,Number of samples which successfully produced iPSCs|Number of samples with validated RB1-deficient iPSCs|Number of samples that differentiate human iPSCs toward an eye field fate
139,1,mass formation|Creatinin|GFR
140,1,Myalsia|Mass formation|Hematoma|Muscle bulk|CPK
141,1,Number of serious adverse events (SAEs) and serious adverse reactions (SARs)|Quality of life monitoring|Changes in bone tissue volume|Correlation of morphometrical analysis using cone beam CT scan with absolute value of the newly formed bone
142,1,safety assessment|Glasgow Coma Scale(GCS)|FOUR score|Functional Independence Measure(FIM)|Disability Rating Scale(DRS)|Cerebral Performance Category(CPC)scale
143,1,toxicity|survival|progression free survival|Rodnan score|Clinical response
144,1,Number of patients with union after transplantation of mesenchymal stem cell in case group in comparison with control group
145,1,Total daily insulin dose|Pancreatic β-cell Mass
146,1,Toxicity Profile|Quality test of CD19-CAR-T|Tumor shrinkage effect|Lymphocyte subset analysis of CD19-CAR-T|Human anti-mouse antibody (HAMA) test
147,1,Percentage of Participants achieved complete remission of CMV infection|Number of Participants with Serious and Non-Serious Adverse Events
148,1,Highest safe dose/MTD (maximum tolerated dose) or maximally planned dose if no dose-limiting toxicity observed|Time to progression assessment|The time of survival assessment|The time of biologic assessment
149,1,Improvement of Cases
150,1,The primary safety outcome will be the incidence rate of Serious Adverse Reaction (SAR).|Incidence of success|Conventional ultrasound changes from baseline|Ultrasound Tissue Characterisation (UTC) changes from baseline|Inter-observer reliability of UTC against conventional US
151,1,Complication rate|complication rate|Progression of disease to the next stage|Amount of necrotic bone in the femoral head in MRI|Pain (VAS)|serum levels of bone turnover markers
152,1,Incidence of Any Treatment Emergent - Serious Adverse Events (TE-SAEs)|Change in Frailty as Assessed by CHAMPS Questionnaire|Change in Slowing of Mobility as Measured by 4 Meter Gait Speed Test|Change in Slowing of Mobility as Measured by SPPB|Change in Weight|Change in Diminished Hand Grip Strength|Change in Exhaustion as Measured by the MFI Questionnaire|Change in Quality of Life (QoL) as Measured by the ICECAP Questionnaire|Change in Quality of Life (QoL) as Measured by the SF-36 Questionnaire|Change in Quality of Life (QoL) as Measured by the EQ-5D-3L Questionnaire|Change in Quality of Life (QoL) as Measured by the EQ-5D-3L Overall Health Status Scale.|Change in Sense of Smell as Measured by UPSIT|Death|Change in Ejection Fraction (EF)|Change in Inflammatory Markers Levels|Change in Inflammatory Markers|Change in Inflammatory Marker D-dimer Levels
153,1,Maximum tolerated dose (MTD) (Phase I)|Number and severity of adverse events (Phase I)|Overall toxicity incidence (Phase I)|Toxicity profiles by dose level and patient (Phase I)|Proportion of patients alive at 12 months (Phase II)|Tumor response (Phase II)|Rate of progression free survival (Phase II)|Overall survival (Phase II)|Progression free survival (Phase II)|Maximum grade for each type of toxicity (Phase II)
154,1,"MTD after GX-051 intratumoral injection|Adverse events after GX-051 intratumoral injection|Anti-tumor response by RECIST 1.1 on computed tomography|Changes of INF-γ and IL-12 levels in blood comparing to the baseline after GX-051 intratumoral injection|Changes of immune cell distribution in tumor tissue after GX-051 intratumoral injection|Evaluation of antibody generation against IL-12 which is active ingredient of GX-051|Evaluation of long term safety examined by vital sign, physical examination, clinical laboratory tests, CT etc"
155,1,Feasibility|Difference in the median number of CTCs|Association of the number of detectable CTCs with baseline clinical and pathologic disease characteristics.|Kinetics of CTCs over time during treatment with c-MET targeted therapies
